"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2014M08","European Union (28 countries)","Total","Total","Total","First time applicant","Person","50,225"
"2014M08","Belgium","Total","Total","Total","Asylum applicant","Person","2,090"
"2014M08","Belgium","Total","Total","Total","First time applicant","Person","1,515"
"2014M08","Bulgaria","Total","Total","Total","Asylum applicant","Person","1,105"
"2014M08","Bulgaria","Total","Total","Total","First time applicant","Person","1,090"
"2014M08","Czech Republic","Total","Total","Total","Asylum applicant","Person","100"
"2014M08","Czech Republic","Total","Total","Total","First time applicant","Person","85"
"2014M08","Denmark","Total","Total","Total","Asylum applicant","Person","2,300"
"2014M08","Denmark","Total","Total","Total","First time applicant","Person","2,295"
"2014M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","18,715"
"2014M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","16,025"
"2014M08","Estonia","Total","Total","Total","Asylum applicant","Person","20"
"2014M08","Estonia","Total","Total","Total","First time applicant","Person","20"
"2014M08","Ireland","Total","Total","Total","Asylum applicant","Person","125"
"2014M08","Ireland","Total","Total","Total","First time applicant","Person","125"
"2014M08","Greece","Total","Total","Total","Asylum applicant","Person","510"
"2014M08","Greece","Total","Total","Total","First time applicant","Person","390"
"2014M08","Spain","Total","Total","Total","Asylum applicant","Person","450"
"2014M08","Spain","Total","Total","Total","First time applicant","Person","435"
"2014M08","France","Total","Total","Total","Asylum applicant","Person","4,280"
"2014M08","France","Total","Total","Total","First time applicant","Person","3,900"
"2014M08","Croatia","Total","Total","Total","Asylum applicant","Person","45"
"2014M08","Croatia","Total","Total","Total","First time applicant","Person","35"
"2014M08","Italy","Total","Total","Total","Asylum applicant","Person","5,110"
"2014M08","Italy","Total","Total","Total","First time applicant","Person","5,065"
"2014M08","Cyprus","Total","Total","Total","Asylum applicant","Person","130"
"2014M08","Cyprus","Total","Total","Total","First time applicant","Person","120"
"2014M08","Latvia","Total","Total","Total","Asylum applicant","Person","35"
"2014M08","Latvia","Total","Total","Total","First time applicant","Person","35"
"2014M08","Lithuania","Total","Total","Total","Asylum applicant","Person","30"
"2014M08","Lithuania","Total","Total","Total","First time applicant","Person","30"
"2014M08","Luxembourg","Total","Total","Total","Asylum applicant","Person","100"
"2014M08","Luxembourg","Total","Total","Total","First time applicant","Person","90"
"2014M08","Hungary","Total","Total","Total","Asylum applicant","Person","2,200"
"2014M08","Hungary","Total","Total","Total","First time applicant","Person","2,105"
"2014M08","Malta","Total","Total","Total","Asylum applicant","Person","100"
"2014M08","Malta","Total","Total","Total","First time applicant","Person","95"
"2014M08","Netherlands","Total","Total","Total","Asylum applicant","Person","2,410"
"2014M08","Netherlands","Total","Total","Total","First time applicant","Person","2,125"
"2014M08","Austria","Total","Total","Total","Asylum applicant","Person","2,445"
"2014M08","Austria","Total","Total","Total","First time applicant","Person","2,255"
"2014M08","Poland","Total","Total","Total","Asylum applicant","Person","620"
"2014M08","Poland","Total","Total","Total","First time applicant","Person","565"
"2014M08","Portugal","Total","Total","Total","Asylum applicant","Person","50"
"2014M08","Portugal","Total","Total","Total","First time applicant","Person","50"
"2014M08","Romania","Total","Total","Total","Asylum applicant","Person","90"
"2014M08","Romania","Total","Total","Total","First time applicant","Person","90"
"2014M08","Slovenia","Total","Total","Total","Asylum applicant","Person","30"
"2014M08","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2014M08","Slovakia","Total","Total","Total","Asylum applicant","Person","20"
"2014M08","Slovakia","Total","Total","Total","First time applicant","Person","15"
"2014M08","Finland","Total","Total","Total","Asylum applicant","Person","350"
"2014M08","Finland","Total","Total","Total","First time applicant","Person","345"
"2014M08","Sweden","Total","Total","Total","Asylum applicant","Person","8,880"
"2014M08","Sweden","Total","Total","Total","First time applicant","Person","8,400"
"2014M08","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,940"
"2014M08","United Kingdom","Total","Total","Total","First time applicant","Person","2,890"
"2014M08","Iceland","Total","Total","Total","Asylum applicant","Person","15"
"2014M08","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M08","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2014M08","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M08","Norway","Total","Total","Total","Asylum applicant","Person","1,105"
"2014M08","Norway","Total","Total","Total","First time applicant","Person","1,070"
"2014M08","Switzerland","Total","Total","Total","Asylum applicant","Person","2,515"
"2014M08","Switzerland","Total","Total","Total","First time applicant","Person","2,385"
"2014M08","Total","Total","Total","Total","Asylum applicant","Person","58,925"
"2014M08","Total","Total","Total","Total","First time applicant","Person","53,675"
"2014M09","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","67,595"
"2014M09","European Union (28 countries)","Total","Total","Total","First time applicant","Person","61,810"
"2014M09","Belgium","Total","Total","Total","Asylum applicant","Person","2,425"
"2014M09","Belgium","Total","Total","Total","First time applicant","Person","1,730"
"2014M09","Bulgaria","Total","Total","Total","Asylum applicant","Person","1,220"
"2014M09","Bulgaria","Total","Total","Total","First time applicant","Person","1,195"
"2014M09","Czech Republic","Total","Total","Total","Asylum applicant","Person","145"
"2014M09","Czech Republic","Total","Total","Total","First time applicant","Person","125"
"2014M09","Denmark","Total","Total","Total","Asylum applicant","Person","3,090"
"2014M09","Denmark","Total","Total","Total","First time applicant","Person","3,070"
"2014M09","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","20,115"
"2014M09","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","17,085"
"2014M09","Estonia","Total","Total","Total","Asylum applicant","Person","15"
"2014M09","Estonia","Total","Total","Total","First time applicant","Person","15"
"2014M09","Ireland","Total","Total","Total","Asylum applicant","Person","140"
"2014M09","Ireland","Total","Total","Total","First time applicant","Person","140"
"2014M09","Greece","Total","Total","Total","Asylum applicant","Person","675"
"2014M09","Greece","Total","Total","Total","First time applicant","Person","555"
"2014M09","Spain","Total","Total","Total","Asylum applicant","Person","540"
"2014M09","Spain","Total","Total","Total","First time applicant","Person","530"
"2014M09","France","Total","Total","Total","Asylum applicant","Person","5,230"
"2014M09","France","Total","Total","Total","First time applicant","Person","4,815"
"2014M09","Croatia","Total","Total","Total","Asylum applicant","Person","35"
"2014M09","Croatia","Total","Total","Total","First time applicant","Person","30"
"2014M09","Italy","Total","Total","Total","Asylum applicant","Person","7,265"
"2014M09","Italy","Total","Total","Total","First time applicant","Person","7,220"
"2014M09","Cyprus","Total","Total","Total","Asylum applicant","Person","180"
"2014M09","Cyprus","Total","Total","Total","First time applicant","Person","165"
"2014M09","Latvia","Total","Total","Total","Asylum applicant","Person","45"
"2014M09","Latvia","Total","Total","Total","First time applicant","Person","45"
"2014M09","Lithuania","Total","Total","Total","Asylum applicant","Person","40"
"2014M09","Lithuania","Total","Total","Total","First time applicant","Person","35"
"2014M09","Luxembourg","Total","Total","Total","Asylum applicant","Person","140"
"2014M09","Luxembourg","Total","Total","Total","First time applicant","Person","125"
"2014M09","Hungary","Total","Total","Total","Asylum applicant","Person","4,895"
"2014M09","Hungary","Total","Total","Total","First time applicant","Person","4,770"
"2014M09","Malta","Total","Total","Total","Asylum applicant","Person","185"
"2014M09","Malta","Total","Total","Total","First time applicant","Person","180"
"2014M09","Netherlands","Total","Total","Total","Asylum applicant","Person","3,120"
"2014M09","Netherlands","Total","Total","Total","First time applicant","Person","2,865"
"2014M09","Austria","Total","Total","Total","Asylum applicant","Person","3,300"
"2014M09","Austria","Total","Total","Total","First time applicant","Person","3,090"
"2014M09","Poland","Total","Total","Total","Asylum applicant","Person","815"
"2014M09","Poland","Total","Total","Total","First time applicant","Person","695"
"2014M09","Portugal","Total","Total","Total","Asylum applicant","Person","40"
"2014M09","Portugal","Total","Total","Total","First time applicant","Person","40"
"2014M09","Romania","Total","Total","Total","Asylum applicant","Person","270"
"2014M09","Romania","Total","Total","Total","First time applicant","Person","260"
"2014M09","Slovenia","Total","Total","Total","Asylum applicant","Person","55"
"2014M09","Slovenia","Total","Total","Total","First time applicant","Person","50"
"2014M09","Slovakia","Total","Total","Total","Asylum applicant","Person","20"
"2014M09","Slovakia","Total","Total","Total","First time applicant","Person","10"
"2014M09","Finland","Total","Total","Total","Asylum applicant","Person","405"
"2014M09","Finland","Total","Total","Total","First time applicant","Person","390"
"2014M09","Sweden","Total","Total","Total","Asylum applicant","Person","9,975"
"2014M09","Sweden","Total","Total","Total","First time applicant","Person","9,410"
"2014M09","United Kingdom","Total","Total","Total","Asylum applicant","Person","3,225"
"2014M09","United Kingdom","Total","Total","Total","First time applicant","Person","3,180"
"2014M09","Iceland","Total","Total","Total","Asylum applicant","Person","20"
"2014M09","Iceland","Total","Total","Total","First time applicant","Person",":"
"2014M09","Liechtenstein","Total","Total","Total","Asylum applicant","Person","15"
"2014M09","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2014M09","Norway","Total","Total","Total","Asylum applicant","Person","1,320"
"2014M09","Norway","Total","Total","Total","First time applicant","Person","1,275"
"2014M09","Switzerland","Total","Total","Total","Asylum applicant","Person","2,400"
"2014M09","Switzerland","Total","Total","Total","First time applicant","Person","2,240"
"2014M09","Total","Total","Total","Total","Asylum applicant","Person","71,350"
"2014M09","Total","Total","Total","Total","First time applicant","Person","65,325"
"2014M10","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","69,260"
"2014M10","European Union (28 countries)","Total","Total","Total","First time applicant","Person","62,990"
